0.34028964,0.856455924,1.674561393,0.908000743,0.537291418,0.524292891,1.525122441,0.736816592,1.7576581,1.633777271
1.167818976,1.226016593,1.311659649,1.38933821,1.23034042,0.985765879,1.29750498,0.913041853,1.80689208,0.525675418
0.676869666,1.383163504,1.483644744,0.804227867,1.086422932,1.789894062,0.542477819,0.644495857,1.609513565,1.535461878
0.435676195,0.725604016,1.116325493,1.805604337,1.561126636,0.522396034,0.417358791,0.651295447,1.118535754,1.200780373
0.386884747,1.986310531,0.604775636,0.85405955,1.336985627,1.526311308,0.223211473,1.235867421,1.872629482,1.364956219
0.681596274,0.391456321,0.874367963,1.678283759,0.801020524,0.693488301,1.080172734,1.138622101,1.950206911,1.752278554
1.772252171,0.270386905,0.676108852,0.618566862,1.092627254,0.21556724,1.076239511,1.267751747,0.812976655,0.464628387
0.757940392,1.860065955,0.274340039,0.490715763,1.204773286,0.622049392,0.411603073,0.59515637,0.983257088,1.453302951
1.89333974,0.140821055,1.499580592,1.483121559,1.726862546,1.292174288,0.730237454,1.973287143,0.692203026,0.997184711
0.61930242,0.852092013,0.90566825,0.70269765,1.146982529,0.195421267,0.76052742,1.4720657,1.88843761,1.847405757
1.370291597,1.407510416,1.363857556,0.680758759,1.834393972,1.021881211,1.076232433,0.861998838,0.680445233,1.561626168
1.836973999,0.703985131,0.691888463,0.489426768,0.63072254,1.172265769,0.350523367,0.307300051,0.923283849,0.554975762
1.863107651,0.410486433,0.10067636,0.762041652,0.403881127,0.593922341,1.252161193,1.821150996,0.793797867,1.704286433
0.273210173,1.746365124,1.776225461,0.414685182,0.88307175,0.243085609,0.701556096,0.278734178,0.444959845,0.623592564
0.247895757,0.691294593,0.528132103,1.795404206,0.849265806,0.138034093,1.424750314,1.881738766,1.252092697,0.223943805
1.573939928,1.186713313,1.530409609,0.514509064,0.854111537,0.615628186,1.551092821,0.845295992,0.380105054,1.097408404
1.661822454,0.96713121,1.726102098,1.014894458,0.728973099,0.451707057,1.723037306,1.435000953,0.185670649,0.437739742
1.776134096,0.284001351,0.167947641,1.425515436,0.828916247,1.636274272,1.12286895,1.553903622,0.767009364,0.764303351
0.919175784,0.646237661,1.242523484,0.943664244,1.476205913,1.491314774,1.469112343,1.819926675,1.791077855,0.604434958
0.816523089,0.13733341,1.944116378,1.844123562,0.862999048,0.827773438,0.482072868,1.354527607,1.443800876,1.046842719
0.630935564,1.215565364,1.218857129,1.997449612,1.952795177,0.853517542,1.825391172,1.525359167,0.61615637,1.461501687
1.152851549,0.743788083,0.237385707,1.312415738,0.497836103,0.77073753,0.732476514,0.93132269,0.851624211,0.137504441
0.25926915,1.092747522,0.813165431,0.431482253,1.544201266,0.315380319,1.871785759,1.677965993,1.472273807,0.773402104
1.045775436,0.781455299,1.114210026,1.694624969,1.230775685,0.371295995,0.302888153,0.185307323,0.335778008,0.212500824
0.969779592,1.507756989,0.601239178,1.838691856,1.486032963,1.022710205,0.167232896,0.244290155,1.374178371,1.439874202
1.566766391,1.438745449,1.776080821,1.055931509,0.849640426,0.964274401,1.430674256,1.871701057,0.70103174,0.729697529
1.327164016,1.556818643,0.278575962,1.53598091,0.908267679,1.440182167,0.147363429,0.82946563,1.17163342,0.937173094
0.715262336,1.948035155,1.917030081,0.152565456,1.847878743,0.496963148,1.719681738,1.498935391,1.533921612,0.692171451
1.666014663,0.340933913,1.481702982,0.358288466,1.742807907,1.626401427,1.541957578,1.720664073,1.30467852,0.360667982
1.725814187,0.452327189,1.858789543,0.805509002,0.509349959,0.868934832,1.581070912,0.188437881,1.404103901,0.909330739
0.299865361,0.280491925,1.392030314,1.807573212,1.139799304,1.138755901,0.93021283,0.405950913,1.042156852,0.338331066
1.364256005,1.731110703,1.019095286,1.317158074,0.424208224,1.846872885,1.137455202,1.587662219,0.131098958,0.668489741
0.720735186,1.385075306,0.32367635,1.761978947,0.625986538,0.476011572,0.801397985,1.067020195,0.245467855,1.067259939
1.836456027,0.220244873,0.348608341,1.531055917,1.167446229,0.428738202,0.640796836,1.960804,0.290079742,0.904077014
1.62344988,0.474230539,0.311394393,0.294409374,0.582927103,0.146608578,0.237291041,1.885347072,1.316393886,0.396535589
0.647307378,0.887969332,1.054695096,1.274575267,0.788497764,0.286220464,1.468340106,0.298447566,0.411490796,0.308231592
1.308076088,0.954758196,1.047613653,1.921166501,0.995856943,0.308437867,1.048289927,0.348082898,1.768551931,1.063576
0.131837905,0.311121761,1.818576039,0.399892369,0.347494606,0.207668232,1.447209494,0.9166701,1.931133971,0.732684041
1.123873031,1.361485032,1.846950953,1.724572706,0.960141361,1.658855386,0.262388543,0.746521962,0.324804815,0.946003262
1.57771929,0.205207734,0.746275745,0.370093283,1.4524854,0.992736252,1.952144675,0.287300038,1.468211975,0.932033485
